,Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
89,382,2009,NBA,2,43,MIA,Marcus Thornton,22.026,G,us,Louisiana State University,2010,2017,483,23.4,11.9,2.8,1.4,0.8,0.1,.425,.471,.358,.830,20.0,.085
90,383,2009,NBA,2,42,LAL,Patrick Beverley,20.353,G,us,University of Arkansas,2013,2018,302,28.6,9.4,4.1,3.4,1.3,0.4,.413,.457,.376,.767,19.9,.111
91,384,1994,NBA,1,7,LAC,Lamond Murray,21.075,F,us,University of California,1995,2006,736,25.1,11.3,4.1,1.3,0.9,0.4,.430,.447,.360,.759,19.8,.052
92,385,2013,NBA,1,8,DET,Kentavious Caldwell-Pope,20.134,G,us,University of Georgia,2014,2018,388,30.8,12.0,3.4,1.7,1.2,0.2,.409,.462,.345,.786,19.8,.080
93,386,1998,NBA,1,23,DEN,Tyronn Lue,21.057,G,us,University of Nebraska,1999,2009,554,22.7,8.5,1.7,3.1,0.5,0.0,.437,.456,.391,.829,19.7,.075
94,387,2003,NBA,1,11,GSW,Mickael Pietrus,21.144,G-F,gp,,2004,2013,557,21.5,8.3,3.1,0.8,0.7,0.4,.425,.495,.355,.665,19.7,.079
95,388,1994,NBA,2,30,MIN,Howard Eisley,21.212,G,us,Boston College,1995,2006,786,20.4,6.5,1.7,3.5,0.7,0.1,.407,.434,.350,.827,19.5,.058
96,389,1996,NBA,1,16,CHH,Tony Delk,22.155,G,us,University of Kentucky,1997,2006,545,21.5,9.1,2.5,1.9,0.8,0.1,.408,.436,.343,.769,19.5,.080
97,390,2005,NBA,2,50,BOS,Ryan Gomes,22.306,F,us,Providence College,2006,2014,487,27.6,10.1,4.6,1.5,0.7,0.2,.445,.473,.349,.799,19.4,.069
98,391,1995,NBA,2,34,GSW,Andrew DeClercq,22.152,F-C,us,University of Florida,1996,2005,587,16.8,4.8,4.2,0.6,0.7,0.5,.507,.507,.000,.621,19.3,.094
99,392,2001,NBA,2,40,SEA,Earl Watson,22.021,G,us,"University of California, Los Angeles",2002,2014,878,22.2,6.4,2.3,4.4,1.0,0.2,.411,.449,.324,.703,19.2,.047
100,393,2005,NBA,2,37,LAL,Ronny Turiaf,22.172,F,mq,Gonzaga University,2006,2015,473,17.0,4.7,3.7,1.3,0.4,1.3,.533,.535,.000,.636,19.2,.115
101,394,2005,NBA,2,49,WAS,Andray Blatche,18.315,F,us,,2006,2014,564,22.1,10.1,5.4,1.4,0.9,0.8,.467,.478,.237,.725,19.2,.074
102,395,2007,NBA,1,26,HOU,Aaron Brooks,22.170,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3.0,0.6,0.1,.413,.442,.370,.837,19.2,.069
103,396,1993,NBA,2,30,WSB,Gheorghe Muresan,22.142,C,ro,,1994,2000,307,21.9,9.8,6.4,0.5,0.6,1.5,.573,.574,.000,.644,19.0,.136
104,397,2009,NBA,2,37,SAS,DeJuan Blair,20.069,F-C,us,University of Pittsburgh,2010,2016,424,16.6,6.8,5.1,0.8,0.7,0.3,.524,.526,.000,.608,19.0,.129
105,398,2006,NBA,1,1,TOR,Andrea Bargnani,20.250,F-C,it,,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,.439,.470,.354,.824,18.9,.057
106,399,1997,NBA,2,54,SEA,Mark Blount,21.213,C,us,University of Pittsburgh,2001,2009,605,23.1,8.2,4.6,0.8,0.5,0.8,.504,.507,.359,.723,18.8,.065
107,400,2008,NBA,2,31,MIN,Nikola Pekovic,22.180,C,me,,2011,2016,271,24.9,12.6,6.7,0.7,0.5,0.6,.518,.518,,.760,18.8,.134
0,401,1997,NBA,1,8,GSW,Adonal Foyle,22.114,C,vc,Colgate University,1998,2009,733,17.8,4.1,4.7,0.5,0.4,1.6,.477,.477,.000,.499,18.7,.069
1,402,1998,NBA,1,19,MIL,Pat Garrity,21.310,F,us,University of Notre Dame,1999,2008,552,20.0,7.3,2.6,0.8,0.4,0.2,.417,.434,.398,.806,18.7,.081
2,403,2008,NBA,1,11,IND,Jerryd Bayless,19.315,G,us,University of Arizona,2009,2018,552,21.4,8.5,2.1,2.8,0.6,0.1,.414,.438,.366,.824,18.7,.076
3,404,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist,18.280,F,us,University of Kentucky,2013,2018,357,26.7,9.1,5.9,1.2,0.7,0.7,.477,.481,.194,.707,18.7,.094
4,405,2012,NBA,1,14,MIL,John Henson,21.188,C-F,us,University of North Carolina,2013,2018,391,20.4,7.9,5.5,1.1,0.5,1.5,.541,.544,.077,.572,18.7,.113
5,406,2007,NBA,1,16,WAS,Nick Young,22.032,G-F,us,University of Southern California,2008,2018,716,22.9,11.4,2.0,1.0,0.6,0.2,.418,.446,.376,.836,18.6,.054
6,407,2007,NBA,2,35,SEA,Glen Davis,21.183,F-C,us,Louisiana State University,2008,2015,514,21.1,8.0,4.4,0.9,0.7,0.3,.447,.451,.182,.700,18.6,.082
7,408,2000,NBA,1,10,ORL,Keyon Dooling,20.056,G,us,University of Missouri,2001,2013,728,19.4,7.0,1.3,2.2,0.6,0.1,.416,.443,.349,.799,18.5,.063
8,409,2007,NBA,2,37,POR,Josh McRoberts,20.125,F,us,Duke University,2008,2018,433,19.1,5.4,3.9,2.1,0.5,0.4,.463,.514,.340,.705,18.5,.107
9,410,2010,NBA,1,2,PHI,Evan Turner,21.245,G,us,Ohio State University,2011,2018,613,27.9,10.2,4.8,3.5,0.8,0.3,.433,.456,.301,.788,18.5,.052
10,411,2009,NBA,1,12,CHA,Gerald Henderson,21.204,G,us,Duke University,2010,2017,535,25.9,11.2,3.2,1.9,0.7,0.3,.440,.460,.327,.793,18.3,.063
11,412,2009,NBA,1,23,SAC,Omri Casspi,21.008,F,il,,2010,2018,552,20.7,8.0,4.1,1.2,0.6,0.2,.451,.497,.369,.678,18.3,.077
12,413,2011,NBA,1,29,SAS,Cory Joseph,19.312,G,ca,University of Texas at Austin,2012,2018,446,20.8,7.0,2.4,2.6,0.7,0.2,.450,.481,.329,.765,18.3,.095
13,414,1993,NBA,1,25,CHI,Corie Blount,24.183,F,us,University of Cincinnati,1994,2004,644,15.4,3.6,4.2,0.7,0.5,0.4,.471,.475,.115,.587,18.2,.088
14,415,1998,NBA,1,13,ORL,Keon Clark,23.075,F-C,us,"University of Nevada, Las Vegas",1999,2004,353,22.6,8.2,5.9,0.9,0.5,1.6,.500,.503,.053,.645,18.2,.110
15,416,1999,NBA,1,23,LAL,Devean George,21.310,G-F,us,Augsburg College,2000,2010,630,18.5,5.6,3.1,0.9,0.7,0.4,.392,.421,.343,.721,18.2,.075
16,417,2005,NBA,1,23,SAC,Francisco Garcia,23.185,F-G,do,University of Louisville,2006,2015,549,21.6,7.9,2.6,1.4,0.8,0.7,.427,.484,.357,.799,18.2,.074
17,418,1992,NBA,1,8,MIL,Todd Day,22.174,G-F,us,University of Arkansas,1993,2001,483,25.3,12.3,3.4,1.5,1.1,0.6,.406,.435,.345,.739,17.5,.069
18,419,2011,NBA,1,23,HOU,Nikola Mirotic,20.137,F,me,,2015,2018,273,23.7,11.8,5.7,1.3,0.8,0.7,.419,.494,.357,.801,17.4,.129
19,420,2001,NBA,1,27,MEM,Jamaal Tinsley,23.125,G,us,Iowa State University,2002,2014,547,26.4,8.5,2.9,6.1,1.4,0.3,.393,.432,.299,.716,17.2,.057
22,421,1992,NBA,1,14,IND,Malik Sealy,22.149,G,us,St. John's University,1993,2000,493,23.8,10.1,3.2,1.7,1.1,0.3,.426,.445,.292,.809,17.1,.070
23,422,2003,NBA,1,8,MIL,T.J. Ford,20.099,G,us,University of Texas at Austin,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068
24,423,2012,NBA,1,17,DAL,Tyler Zeller,22.168,F-C,us,University of North Carolina,2013,2018,406,17.6,7.0,4.4,0.9,0.3,0.6,.508,.512,.294,.764,16.8,.112
25,424,2002,NBA,1,14,IND,Fred Jones,23.113,G-F,us,University of Oregon,2003,2009,430,24.0,7.5,2.2,2.3,0.8,0.3,.411,.445,.353,.809,16.5,.077
26,425,2003,NBA,1,23,POR,Travis Outlaw,18.285,F,us,,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,.423,.447,.337,.744,16.5,.061
27,426,2005,NBA,1,18,BOS,Gerald Green,19.158,G-F,us,,2006,2018,585,19.7,9.8,2.5,1.0,0.5,0.3,.419,.465,.362,.816,16.5,.069
28,427,1993,NBA,1,20,CHH,Scott Burrell,22.175,G-F,us,University of Connecticut,1994,2001,383,19.8,6.9,3.5,1.4,0.9,0.5,.418,.448,.373,.723,16.4,.104
29,428,2009,NBA,1,8,NYK,Jordan Hill,21.339,C-F,us,University of Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,.497,.499,.136,.699,16.4,.102
30,429,1992,NBA,2,30,DAL,Sean Rooks,22.294,C,us,University of Arizona,1993,2004,749,18.1,6.2,3.8,0.8,0.3,0.7,.459,.461,.091,.699,16.2,.057
31,430,2012,NBA,1,20,DEN,Evan Fournier,19.247,G-F,fr,,2013,2018,376,27.2,13.1,2.7,2.3,0.8,0.1,.448,.495,.379,.804,16.2,.076
32,431,2004,NBA,1,27,LAL,Sasha Vujacic,20.113,G,si,,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,.390,.415,.367,.858,16.0,.086
33,432,2006,NBA,2,36,MIN,Craig Smith,22.236,F,us,Boston College,2007,2012,403,16.9,7.6,3.9,0.8,0.5,0.2,.553,.560,.037,.661,16.0,.113
34,433,2006,NBA,2,42,CLE,Daniel Gibson,20.126,G,us,University of Texas at Austin,2007,2013,397,23.5,7.8,2.0,2.0,0.6,0.2,.402,.397,.407,.780,16.0,.082
35,434,2002,NBA,2,50,BOS,Darius Songaila,24.138,F,lt,Wake Forest University,2004,2011,495,18.6,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083
36,435,1998,NBA,1,22,LAC,Brian Skinner,22.041,F,us,Baylor University,1999,2012,608,17.9,4.7,4.7,0.5,0.4,0.9,.494,.494,.333,.566,15.8,.070
37,436,2002,NBA,2,34,MIL,Dan Gadzuric,24.150,C,nl,"University of California, Los Angeles",2003,2012,527,14.8,4.7,4.4,0.4,0.5,0.9,.500,.501,.000,.498,15.8,.097
38,437,2012,NBA,1,15,PHI,Maurice Harkless,19.053,F-G,us,St. John's University,2013,2018,415,23.0,7.3,3.6,0.9,1.0,0.6,.474,.538,.330,.607,15.8,.080
39,438,2012,NBA,2,49,ORL,Kyle O'Quinn,22.100,F-C,us,Norfolk State University,2013,2018,398,15.2,5.8,4.9,1.3,0.4,1.0,.518,.535,.223,.745,15.8,.126
40,439,2015,NBA,1,11,IND,Myles Turner,19.097,C-F,us,University of Texas at Austin,2016,2018,206,27.9,12.7,6.5,1.1,0.7,1.8,.498,.522,.346,.783,15.8,.132
41,440,2001,NBA,2,53,UTA,Jarron Collins,22.213,F-C,us,Stanford University,2002,2011,542,15.8,3.9,2.9,0.8,0.3,0.2,.455,.456,.000,.699,15.7,.088
44,441,1996,NBA,1,12,CLE,Vitaly Potapenko,21.103,C,ua,Wright State University,1997,2007,610,19.0,6.5,4.5,0.7,0.4,0.3,.479,.479,.167,.694,15.5,.064
45,442,2010,NBA,2,40,IND,Lance Stephenson,19.297,G-F,us,University of Cincinnati,2011,2018,440,24.4,8.8,4.3,3.0,0.7,0.1,.446,.496,.303,.685,15.5,.069
46,443,1997,NBA,1,27,UTA,Jacque Vaughn,22.140,G,us,University of Kansas,1998,2009,776,16.3,4.5,1.3,2.5,0.5,0.0,.429,.437,.352,.779,15.4,.058
47,444,2000,NBA,2,44,DET,Brian Cardinal,23.063,F,us,Purdue University,2001,2012,456,14.2,4.6,2.3,1.0,0.6,0.2,.408,.432,.372,.861,15.4,.114
48,445,2012,NBA,1,12,HOU,Jeremy Lamb,20.034,G-F,us,University of Connecticut,2013,2018,356,18.7,9.1,3.2,1.4,0.6,0.3,.445,.503,.336,.837,15.4,.111
49,446,2008,NBA,1,2,MIA,Michael Beasley,19.173,F,us,Kansas State University,2009,2018,583,23.4,12.7,4.8,1.3,0.6,0.5,.464,.480,.352,.760,15.3,.054
50,447,2012,NBA,1,21,BOS,Jared Sullinger,20.121,F,us,Ohio State University,2013,2017,269,24.3,10.8,7.5,1.8,0.7,0.6,.436,.476,.272,.723,15.3,.113
51,448,2009,NBA,1,28,MIN,Wayne Ellington,21.245,G,us,University of North Carolina,2010,2018,592,21.0,8.0,2.2,1.1,0.5,0.1,.411,.443,.381,.851,15.2,.059
52,449,2012,NBA,2,40,POR,Will Barton,21.179,G,us,University of Memphis,2013,2018,395,22.8,10.4,3.9,2.3,0.7,0.4,.434,.481,.341,.790,15.2,.081
53,450,1999,NBA,1,27,ATL,Jumaine Jones,20.145,F,us,University of Georgia,2000,2007,471,20.8,7.1,4.2,0.9,0.7,0.3,.424,.474,.349,.704,15.1,.074
54,451,2000,NBA,1,12,DAL,Etan Thomas,22.094,F,us,Syracuse University,2002,2011,409,17.3,5.7,4.7,0.4,0.3,1.0,.513,.513,,.603,14.9,.101
55,452,2012,NBA,1,8,TOR,Terrence Ross,21.149,F-G,us,University of Washington,2013,2018,411,23.8,9.6,2.6,1.0,0.8,0.3,.421,.475,.371,.798,14.9,.073
56,453,2014,NBA,2,45,CHH,Dwight Powell,22.347,F-C,ca,Stanford University,2015,2018,254,16.7,6.6,4.2,0.8,0.7,0.4,.535,.581,.292,.739,14.9,.170
57,454,2012,NBA,1,18,HOU,Terrence Jones,20.176,F,us,University of Kentucky,2013,2017,232,24.0,10.5,5.7,1.0,0.6,1.2,.501,.539,.299,.622,14.8,.128
58,455,2005,NBA,1,24,HOU,Luther Head,22.220,G,us,University of Illinois at Urbana-Champaign,2006,2011,348,22.4,8.2,2.4,2.1,0.7,0.1,.423,.454,.388,.773,14.7,.090
59,456,2006,NBA,2,32,HOU,Steve Novak,23.021,F,us,Marquette University,2007,2017,467,12.1,4.7,1.3,0.3,0.2,0.1,.437,.463,.430,.877,14.5,.123
60,457,1996,NBA,1,9,DAL,Samaki Walker,20.127,F,us,University of Louisville,1997,2006,445,17.1,5.3,4.7,0.6,0.3,0.7,.462,.464,.111,.630,14.2,.089
61,458,2000,NBA,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,.409,.428,.193,.762,14.2,.080
62,459,2007,NBA,1,24,PHO,Rudy Fernandez,22.090,G,es,,2009,2012,249,24.0,9.1,2.4,2.2,1.0,0.2,.399,.463,.360,.840,14.2,.114
63,460,2010,NBA,1,19,BOS,Avery Bradley,19.215,G,us,University of Texas at Austin,2011,2018,459,28.4,12.3,3.0,1.7,1.1,0.2,.439,.472,.366,.772,14.2,.052
66,461,2011,NBA,1,2,MIN,Derrick Williams,20.034,F,us,University of Arizona,2012,2018,428,20.7,8.9,4.0,0.7,0.5,0.3,.434,.484,.300,.710,14.1,.076
67,462,2006,NBA,1,26,LAL,Jordan Farmar,19.215,G,us,"University of California, Los Angeles",2007,2017,504,19.5,7.7,1.9,2.9,0.8,0.1,.423,.463,.374,.739,13.9,.068
68,463,2007,NBA,1,20,MIA,Jason Smith,21.123,F-C,us,Colorado State University,2008,2018,596,16.5,6.2,3.4,0.7,0.3,0.7,.470,.480,.332,.781,13.9,.068
69,464,2009,NBA,2,44,DET,Chase Budinger,21.039,F,us,University of Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083
70,465,2001,NBA,2,30,CHI,Trenton Hassell,22.121,G,us,Austin Peay State University,2002,2010,644,25.3,5.8,2.8,1.8,0.4,0.4,.445,.457,.318,.765,13.8,.041
71,466,2011,NBA,2,50,PHI,Lavoy Allen,22.144,F-C,us,Temple University,2012,2017,388,17.8,4.8,4.8,1.0,0.3,0.6,.471,.474,.133,.682,13.8,.096
72,467,1995,NBA,2,58,DET,Don Reid,21.185,F,us,Georgetown University,1996,2003,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123
73,468,1996,NBA,1,19,NYK,Walter McCarty,22.151,F,us,University of Kentucky,1997,2006,593,17.5,5.2,2.6,1.1,0.6,0.3,.392,.433,.346,.698,13.7,.064
74,469,2005,NBA,1,27,POR,Linas Kleiza,20.181,F,lt,University of Missouri,2006,2013,409,20.0,8.7,3.6,0.8,0.4,0.2,.435,.501,.335,.763,13.6,.080
75,470,1995,NBA,1,20,CHI,Jason Caffey,22.021,F,us,University of Alabama,1996,2003,462,19.6,7.3,4.4,0.9,0.5,0.2,.481,.483,.000,.637,13.5,.072
76,471,2003,NBA,2,32,LAL,Luke Walton,23.095,F,us,University of Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067
77,472,2014,NBA,1,19,CHI,Gary Harris,19.290,G,us,Michigan State University,2015,2018,255,28.4,12.3,2.5,2.1,1.3,0.2,.469,.539,.371,.803,13.4,.089
78,473,2014,NBA,1,23,UTA,Rodney Hood,21.254,G-F,us,Duke University,2015,2018,248,27.5,13.0,3.0,2.0,0.8,0.2,.419,.461,.369,.828,13.4,.095
79,474,1998,NBA,1,6,DAL,Robert Traylor,21.148,F,us,University of Michigan,1999,2005,438,14.3,4.8,3.7,0.7,0.6,0.7,.474,.478,.167,.577,13.3,.102
80,475,2000,NBA,1,7,CHI,Chris Mihm,20.353,C,us,University of Texas at Austin,2001,2009,436,20.1,7.5,5.3,0.5,0.3,1.0,.459,.460,.231,.704,13.3,.073
81,476,1999,NBA,1,28,UTA,Scott Padgett,23.077,F,us,University of Kentucky,2000,2007,448,12.5,4.2,2.7,0.7,0.4,0.2,.410,.433,.373,.736,13.2,.113
82,477,2013,NBA,1,24,NYK,Tim Hardaway,21.108,G,us,University of Michigan,2014,2018,338,25.0,12.1,2.4,1.7,0.6,0.2,.425,.503,.344,.806,13.2,.075
83,478,2002,NBA,1,11,WAS,Jared Jeffries,20.218,F,us,Indiana University,2003,2013,629,21.6,4.8,4.1,1.3,0.7,0.5,.426,.447,.250,.583,13.1,.046
84,479,1995,NBA,1,6,VAN,Bryant Reeves,22.025,C,us,Oklahoma State University,1996,2001,395,30.6,12.5,6.9,1.6,0.5,0.8,.475,.478,.074,.703,13.0,.052
85,480,1997,NBA,2,37,GSW,Marc Jackson,22.166,C,us,Temple University,2001,2007,387,19.6,8.4,4.3,0.8,0.4,0.3,.446,.448,.226,.814,13.0,.082
88,481,2002,NBA,2,31,CHI,Roger Mason,21.294,G,us,University of Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,.408,.435,.383,.866,13.0,.068
89,482,2006,NBA,1,4,POR,Tyrus Thomas,19.320,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,.438,.440,.235,.732,13.0,.078
90,483,2013,NBA,2,31,CLE,Allen Crabbe,21.084,G-F,us,University of California,2014,2018,301,24.4,9.5,2.8,1.2,0.6,0.3,.439,.485,.397,.849,13.0,.085
91,484,2014,NBA,1,4,ORL,Aaron Gordon,18.288,F,us,University of Arizona,2015,2018,263,26.1,11.4,5.8,1.7,0.8,0.6,.451,.517,.309,.698,13.0,.091
92,485,1994,NBA,2,51,SAC,Lawrence Funderburke,23.202,F,us,Ohio State University,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
93,486,2003,NBA,2,41,SEA,Willie Green,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042
94,487,2001,NBA,1,8,CLE,DeSagana Diop,19.153,C,sn,,2002,2013,601,14.0,2.0,3.7,0.4,0.4,1.0,.427,.429,.167,.467,12.8,.073
95,488,1998,NBA,1,12,ORL,Michael Doleac,21.014,C,us,University of Utah,1999,2008,587,15.0,4.9,3.3,0.6,0.3,0.4,.439,.440,.125,.791,12.7,.070
96,489,2013,NBA,1,26,MIN,Andre Roberson,21.211,G-F,us,University of Colorado,2014,2018,295,22.5,4.6,4.0,0.9,0.9,0.7,.482,.609,.257,.467,12.7,.092
97,490,2014,NBA,1,30,SAS,Kyle Anderson,20.284,F-G,us,"University of California, Los Angeles",2015,2018,257,17.9,4.9,3.6,1.7,0.9,0.5,.478,.501,.338,.733,12.7,.132
98,491,2010,NBA,1,28,MEM,Greivis Vasquez,23.165,G,ve,University of Maryland,2011,2017,401,23.7,9.0,2.5,4.8,0.6,0.1,.418,.456,.349,.817,12.6,.064
99,492,1998,NBA,2,55,DEN,Ryan Bowen,22.222,F,us,University of Iowa,2000,2010,507,12.8,2.6,2.1,0.5,0.6,0.3,.456,.472,.206,.693,12.4,.092
100,493,2013,NBA,1,5,PHO,Alex Len,20.016,C,ua,University of Maryland,2014,2018,335,19.9,7.2,6.5,0.8,0.4,1.0,.485,.489,.240,.707,12.4,.089
101,494,2014,NBA,1,1,CLE,Andrew Wiggins,19.128,F-G,ca,University of Kansas,2015,2018,327,36.2,19.7,4.1,2.1,1.0,0.5,.447,.472,.330,.741,12.4,.050
102,495,2008,NBA,1,27,NOH,Darrell Arthur,20.098,F,us,University of Kansas,2009,2018,503,17.8,6.5,3.5,0.8,0.6,0.6,.444,.460,.352,.765,12.3,.066
103,496,2011,NBA,2,40,MIL,Jon Leuer,22.045,F,us,University of Wisconsin,2012,2018,336,16.5,6.7,4.0,0.9,0.4,0.3,.478,.512,.335,.769,12.3,.107
104,497,2013,NBA,1,6,NOH,Nerlens Noel,19.083,C-F,us,University of Kentucky,2015,2018,223,26.0,9.3,7.2,1.4,1.6,1.4,.512,.513,.250,.624,12.3,.102
105,498,2000,NBA,1,23,UTA,DeShawn Stevenson,19.091,G,us,,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,.406,.433,.340,.698,12.1,.032
106,499,2000,NBA,2,30,LAC,Marko Jaric,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,.404,.428,.344,.730,12.1,.052
107,500,2009,NBA,1,29,LAL,Toney Douglas,23.107,G,us,Florida State University,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,.404,.448,.354,.824,12.1,.077
0,501,2015,NBA,1,4,NYK,Kristaps Porzingis,19.332,F-C,lv,,2016,2018,186,31.0,17.8,7.1,1.3,0.7,2.0,.437,.467,.361,.804,12.1,.100
1,502,1992,NBA,2,32,WSB,Brent Price,23.203,G,us,University of Oklahoma,1993,2002,418,16.8,5.9,1.6,3.0,0.7,0.0,.426,.464,.387,.824,12.0,.082
2,503,2006,NBA,2,49,DEN,Leon Powe,22.163,F,us,University of California,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174
3,504,1999,NBA,2,47,PHI,Todd MacCulloch,23.160,C,ca,University of Washington,2000,2003,223,15.4,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
4,505,2011,NBA,2,55,BOS,E'Twaun Moore,22.120,G,us,Purdue University,2012,2018,462,21.0,7.6,2.0,1.8,0.7,0.2,.455,.489,.385,.740,11.9,.059
5,506,1995,NBA,1,12,DAL,Cherokee Parks,22.265,C-F,us,Duke University,1996,2004,472,15.8,4.4,3.6,0.6,0.4,0.6,.470,.475,.211,.630,11.8,.076
6,507,2014,NBA,1,10,PHI,Elfrid Payton,20.129,G,us,University of Louisiana at Lafayette,2015,2018,300,29.5,11.2,4.2,6.4,1.3,0.3,.457,.479,.298,.619,11.8,.064
7,508,1999,NBA,2,41,DEN,Francisco Elson,23.128,C,nl,University of California,2004,2012,472,15.3,3.7,3.5,0.6,0.5,0.5,.478,.481,.188,.700,11.7,.078
8,509,2012,NBA,2,43,ATL,Mike Scott,23.353,F,us,University of Virginia,2013,2018,357,16.0,7.4,3.0,0.9,0.3,0.1,.476,.540,.351,.762,11.7,.098
9,510,2014,NBA,1,7,LAL,Julius Randle,19.214,F-C,us,University of Kentucky,2015,2018,238,27.8,13.5,8.9,2.6,0.6,0.5,.493,.507,.257,.717,11.7,.085
10,511,2000,NBA,2,33,CHI,Jake Voskuhl,22.245,C,us,University of Connecticut,2001,2009,450,14.3,4.0,3.4,0.5,0.3,0.4,.487,.488,.333,.714,11.6,.087
11,512,2011,NBA,1,8,DET,Brandon Knight,19.208,G,us,University of Kentucky,2012,2017,382,31.3,15.2,3.3,4.3,0.9,0.2,.415,.445,.357,.812,11.6,.047
12,513,2011,NBA,2,31,MIA,Bojan Bogdanovic,22.071,G-F,ba,,2015,2018,318,26.8,12.1,3.2,1.2,0.5,0.1,.452,.513,.378,.863,11.6,.066
13,514,2011,NBA,1,12,UTA,Alec Burks,19.343,G,us,University of Colorado,2012,2018,365,21.0,9.7,2.9,1.6,0.6,0.1,.426,.447,.353,.765,11.5,.072
14,515,2011,NBA,1,17,NYK,Iman Shumpert,21.002,G,us,Georgia Institute of Technology,2012,2018,384,25.4,7.3,3.4,1.9,1.2,0.2,.396,.441,.338,.763,11.5,.057
15,516,2015,NBA,1,27,LAL,Larry Nance Jr.,22.180,F-C,us,University of Wyoming,2016,2018,192,21.5,7.1,5.9,1.2,1.2,0.5,.547,.566,.224,.689,11.5,.134
16,517,1994,NBA,1,24,NYK,Monty Williams,22.270,F,us,University of Notre Dame,1995,2003,456,16.7,6.3,2.8,1.2,0.6,0.3,.481,.487,.111,.665,11.4,.072
17,518,2008,NBA,1,13,POR,Brandon Rush,22.360,G-F,us,University of Kansas,2009,2017,481,22.0,6.8,2.9,1.0,0.5,0.5,.426,.447,.402,.706,11.2,.051
18,519,1994,NBA,1,11,SEA,Carlos Rogers,23.149,C-F,us,Tennessee State University,1995,2002,298,19.0,7.4,4.3,0.6,0.4,0.8,.536,.558,.258,.562,11.1,.095
19,520,2001,NBA,1,7,NJN,Eddie Griffin,19.033,F-C,us,Seton Hall University,2002,2007,303,22.2,7.2,5.8,0.8,0.3,1.7,.377,.408,.315,.671,10.9,.078
22,521,2014,NBA,1,6,BOS,Marcus Smart,20.117,G,us,Oklahoma State University,2015,2018,261,28.7,9.4,3.7,3.9,1.5,0.4,.360,.422,.293,.756,10.9,.070
23,522,2014,NBA,1,14,PHO,T.J. Warren,20.299,F,us,North Carolina State University,2015,2018,218,26.9,13.7,4.1,1.1,0.9,0.5,.500,.527,.283,.754,10.9,.089
24,523,2014,NBA,2,39,PHI,Jerami Grant,20.111,F,us,Syracuse University,2015,2018,303,21.9,7.5,3.6,1.0,0.5,1.2,.444,.507,.301,.641,10.9,.079
25,524,2000,NBA,1,27,IND,Primoz Brezec,20.275,C,si,,2002,2010,342,18.1,7.2,3.9,0.5,0.2,0.4,.498,.499,.167,.701,10.8,.084
26,525,2010,NBA,1,4,MIN,Wesley Johnson,22.354,F-G,us,Syracuse University,2011,2018,571,22.7,7.2,3.2,1.1,0.8,0.7,.406,.462,.337,.743,10.7,.040
27,526,2015,NBA,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,2016,2018,214,22.8,9.4,5.6,1.4,0.8,0.8,.524,.527,.188,.641,10.7,.105
28,527,2001,NBA,1,15,ORL,Steven Hunter,19.244,C,us,DePaul University,2002,2010,400,15.0,4.5,3.2,0.2,0.1,1.1,.560,.560,.000,.485,10.6,.085
29,528,2010,NBA,2,39,NYK,Landry Fields,22.002,F,us,Stanford University,2011,2015,255,23.6,6.8,4.3,1.6,0.8,0.2,.473,.520,.332,.666,10.5,.084
30,529,2015,NBA,2,32,HOU,Montrezl Harrell,21.155,F-C,us,University of Louisville,2016,2018,173,15.8,8.7,3.4,0.9,0.4,0.6,.642,.650,.133,.614,10.5,.184
